id,date,positive,negative,totalTestResults,recovered,death
ND,2020-09-12,15151.0,201430.0,515420.0,12450.0,170.0
NY,2020-09-12,443640.0,8801985.0,9245625.0,75707.0,25384.0
UT,2020-09-12,57247.0,650984.0,896312.0,48396.0,433.0
AR,2020-09-11,68983.0,729375.0,796179.0,61245.0,953.0
CO,2020-09-11,60492.0,709735.0,1097985.0,6139.0,1889.0
CT,2020-09-11,54326.0,1276658.0,1330984.0,9142.0,4480.0
IN,2020-09-11,103505.0,1079599.0,1747306.0,80738.0,3420.0
MS,2020-09-11,89175.0,529204.0,618379.0,74098.0,2670.0
NC,2020-09-11,182286.0,2376368.0,2558654.0,156652.0,3023.0
ND,2020-09-11,14684.0,200392.0,506398.0,12177.0,163.0
NY,2020-09-11,442791.0,8699909.0,9142700.0,75649.0,25382.0
UT,2020-09-11,56675.0,646486.0,888112.0,48021.0,431.0
AR,2020-09-10,67803.0,729375.0,796179.0,60668.0,940.0
CO,2020-09-10,60185.0,704497.0,1087199.0,6117.0,1889.0
CT,2020-09-10,54093.0,1255367.0,1309460.0,9142.0,4478.0
IN,2020-09-10,102243.0,1061898.0,1719488.0,79859.0,3410.0
MS,2020-09-10,88322.0,524916.0,613238.0,74098.0,2656.0
NC,2020-09-10,180754.0,2341085.0,2521839.0,156652.0,2990.0
ND,2020-09-10,14443.0,199849.0,500924.0,11930.0,163.0
NY,2020-09-10,441911.0,8611067.0,9052978.0,75584.0,25377.0
UT,2020-09-10,56019.0,642406.0,880135.0,47545.0,430.0
AR,2020-09-09,67255.0,716973.0,782994.0,59920.0,928.0
CO,2020-09-09,59920.0,700432.0,1079276.0,6102.0,1882.0
CT,2020-09-09,53871.0,1238976.0,1292847.0,9049.0,4474.0
IN,2020-09-09,101485.0,1056533.0,1691283.0,78925.0,3397.0
MS,2020-09-09,87805.0,521833.0,609638.0,74098.0,2623.0
NC,2020-09-09,179532.0,2310581.0,2490113.0,156652.0,2958.0
ND,2020-09-09,14110.0,198849.0,494769.0,11733.0,160.0
NY,2020-09-09,441154.0,8535011.0,8976165.0,75539.0,25370.0
UT,2020-09-09,55673.0,638636.0,873687.0,47084.0,427.0
AR,2020-09-08,66757.0,716973.0,782994.0,59260.0,917.0
CO,2020-09-08,59674.0,697567.0,1073979.0,6093.0,1868.0
CT,2020-09-08,53782.0,1233105.0,1286887.0,9049.0,4474.0
IN,2020-09-08,100780.0,1050083.0,1659683.0,77939.0,3380.0
MS,2020-09-08,87379.0,519082.0,606461.0,74098.0,2585.0
NC,2020-09-08,178635.0,2291342.0,2469977.0,156652.0,2909.0
ND,2020-09-08,13872.0,198257.0,491742.0,11452.0,160.0
NY,2020-09-08,440578.0,8472357.0,8912935.0,75503.0,25367.0
UT,2020-09-08,55359.0,636000.0,869474.0,46722.0,424.0
AR,2020-09-07,66280.0,706533.0,771910.0,58757.0,908.0
CO,2020-09-07,59487.0,694832.0,1069606.0,6074.0,1866.0
CT,2020-09-07,53365.0,1184293.0,1237658.0,9049.0,4468.0
IN,2020-09-07,100394.0,1046178.0,1653702.0,77015.0,3368.0
MS,2020-09-07,87130.0,510921.0,598051.0,67918.0,2585.0
NC,2020-09-07,177919.0,2281663.0,2459582.0,156652.0,2897.0
ND,2020-09-07,13797.0,198097.0,490368.0,11080.0,160.0
NY,2020-09-07,440021.0,8415088.0,8855109.0,75471.0,25361.0
UT,2020-09-07,55033.0,633772.0,866039.0,46468.0,423.0
AR,2020-09-06,65226.0,700721.0,765411.0,58295.0,894.0
CO,2020-09-06,59274.0,689187.0,1059557.0,6057.0,1866.0
CT,2020-09-06,53365.0,1184293.0,1237658.0,9049.0,4468.0
IN,2020-09-06,99804.0,1039064.0,1649026.0,76023.0,3364.0
MS,2020-09-06,86888.0,510921.0,597809.0,67918.0,2584.0
NC,2020-09-06,176901.0,2266049.0,2442950.0,145884.0,2890.0
ND,2020-09-06,13626.0,197368.0,488286.0,10821.0,160.0
NY,2020-09-06,439501.0,8356743.0,8796244.0,75425.0,25359.0
UT,2020-09-06,54660.0,631263.0,862207.0,46233.0,422.0
AR,2020-09-05,65226.0,700721.0,765411.0,57968.0,882.0
CO,2020-09-05,58989.0,683583.0,1051084.0,6049.0,1866.0
CT,2020-09-05,53365.0,1184293.0,1237658.0,9049.0,4468.0
IN,2020-09-05,98961.0,1030117.0,1642534.0,75680.0,3362.0
MS,2020-09-05,86478.0,510921.0,597399.0,67918.0,2569.0
NC,2020-09-05,175815.0,2235056.0,2410871.0,145884.0,2889.0
ND,2020-09-05,13327.0,196165.0,483824.0,10640.0,159.0
NY,2020-09-05,438772.0,8271842.0,8710614.0,75366.0,25350.0
UT,2020-09-05,54272.0,627166.0,855421.0,45896.0,420.0
AR,2020-09-04,64678.0,684236.0,747317.0,57547.0,873.0
CO,2020-09-04,58655.0,677313.0,1040752.0,6029.0,1866.0
CT,2020-09-04,53365.0,1184293.0,1237658.0,9049.0,4468.0
IN,2020-09-04,97884.0,1019543.0,1621012.0,75222.0,3350.0
MS,2020-09-04,85939.0,501465.0,587404.0,67918.0,2558.0
NC,2020-09-04,174254.0,2214842.0,2389096.0,145884.0,2839.0
ND,2020-09-04,12971.0,194783.0,476793.0,10310.0,154.0
NY,2020-09-04,437971.0,8172882.0,8610853.0,75307.0,25348.0
UT,2020-09-04,53839.0,622834.0,848509.0,45547.0,419.0
AR,2020-09-03,63504.0,675337.0,737449.0,56889.0,861.0
CO,2020-09-03,58287.0,670728.0,1029791.0,6011.0,1861.0
CT,2020-09-03,53209.0,1165007.0,1218216.0,9049.0,4468.0
IN,2020-09-03,96854.0,1006184.0,1597586.0,74288.0,3332.0
MS,2020-09-03,85116.0,501465.0,586581.0,67918.0,2536.0
NC,2020-09-03,172209.0,2175628.0,2347837.0,145884.0,2803.0
ND,2020-09-03,12629.0,193270.0,470423.0,10051.0,154.0
NY,2020-09-03,437107.0,8080351.0,8517458.0,75255.0,25343.0
UT,2020-09-03,53326.0,618725.0,841527.0,44995.0,414.0
AR,2020-09-02,62112.0,675337.0,737449.0,56261.0,841.0
CO,2020-09-02,58019.0,665039.0,1021497.0,5992.0,1853.0
CT,2020-09-02,53108.0,1150871.0,1203979.0,8967.0,4467.0
IN,2020-09-02,95750.0,996846.0,1573617.0,73390.0,3325.0
MS,2020-09-02,84365.0,497221.0,581586.0,67918.0,2526.0
NC,2020-09-02,170553.0,2144757.0,2315310.0,145884.0,2779.0
ND,2020-09-02,12270.0,191830.0,464111.0,9834.0,152.0
NY,2020-09-02,436218.0,7992259.0,8428477.0,75203.0,25336.0
UT,2020-09-02,52822.0,614671.0,834855.0,44658.0,410.0
AR,2020-09-01,61497.0,669528.0,731025.0,55647.0,814.0
CO,2020-09-01,57775.0,660623.0,1014642.0,5979.0,1853.0
CT,2020-09-01,53006.0,1139332.0,1192338.0,8967.0,4466.0
IN,2020-09-01,94891.0,988874.0,1550884.0,72391.0,3312.0
MS,2020-09-01,83584.0,493933.0,577517.0,67918.0,2493.0
NC,2020-09-01,169424.0,2126274.0,2295698.0,145884.0,2741.0
ND,2020-09-01,12004.0,190418.0,458586.0,9610.0,149.0
NY,2020-09-01,435510.0,7904520.0,8340030.0,75142.0,25331.0
UT,2020-09-01,52403.0,610647.0,828090.0,44338.0,409.0
AR,2020-08-31,61224.0,665811.0,727035.0,54961.0,797.0
CO,2020-08-31,57424.0,657344.0,1009970.0,5953.0,1849.0
CT,2020-08-31,52879.0,1120217.0,1173096.0,8967.0,4465.0
IN,2020-08-31,94196.0,982751.0,1529332.0,71591.0,3296.0
MS,2020-08-31,82950.0,490915.0,573865.0,67918.0,2473.0
NC,2020-08-31,167313.0,2088859.0,2256172.0,145884.0,2702.0
ND,2020-08-31,11810.0,189945.0,456190.0,9295.0,147.0
NY,2020-08-31,434756.0,7828277.0,8263033.0,75100.0,25328.0
UT,2020-08-31,52107.0,607190.0,823027.0,43990.0,407.0
AR,2020-08-30,60856.0,651831.0,712687.0,54408.0,784.0
CO,2020-08-30,57223.0,652673.0,1002802.0,5946.0,1843.0
CT,2020-08-30,52495.0,1075011.0,1127506.0,8967.0,4465.0
IN,2020-08-30,93313.0,972043.0,1524731.0,70534.0,3291.0
MS,2020-08-30,82676.0,486488.0,569164.0,62707.0,2441.0
NC,2020-08-30,166127.0,2077146.0,2243273.0,136630.0,2692.0
ND,2020-08-30,11696.0,188263.0,454409.0,9079.0,145.0
NY,2020-08-30,434100.0,7762692.0,8196792.0,75062.0,25327.0
UT,2020-08-30,51854.0,604742.0,819030.0,43724.0,407.0
AR,2020-08-29,60378.0,646592.0,706970.0,54133.0,772.0
CO,2020-08-29,57041.0,648168.0,994951.0,5933.0,1843.0
CT,2020-08-29,52495.0,1075011.0,1127506.0,8967.0,4465.0
IN,2020-08-29,92434.0,963359.0,1517663.0,70183.0,3285.0
MS,2020-08-29,82029.0,486488.0,568517.0,62707.0,2427.0
NC,2020-08-29,165076.0,2053073.0,2218149.0,136630.0,2683.0
ND,2020-08-29,11475.0,188263.0,450858.0,9018.0,145.0
NY,2020-08-29,433402.0,7663368.0,8096770.0,74990.0,25319.0
UT,2020-08-29,51406.0,601013.0,812895.0,43342.0,407.0
AR,2020-08-28,59583.0,638472.0,698055.0,53331.0,756.0
CO,2020-08-28,56773.0,642611.0,985622.0,5921.0,1843.0
CT,2020-08-28,52495.0,1075011.0,1127506.0,8967.0,4465.0
IN,2020-08-28,91313.0,952736.0,1496996.0,69723.0,3277.0
MS,2020-08-28,81294.0,481588.0,562882.0,62707.0,2413.0
NC,2020-08-28,162491.0,2020400.0,2182891.0,136630.0,2652.0
ND,2020-08-28,11102.0,186886.0,443180.0,8808.0,143.0
NY,2020-08-28,432767.0,7570130.0,8002897.0,74923.0,25312.0
UT,2020-08-28,50948.0,596635.0,805707.0,42959.0,407.0
AR,2020-08-27,58745.0,631283.0,690028.0,52665.0,739.0
CO,2020-08-27,56343.0,634968.0,972990.0,5907.0,1835.0
CT,2020-08-27,52350.0,1061146.0,1113496.0,8967.0,4465.0
IN,2020-08-27,90504.0,944242.0,1475272.0,68675.0,3266.0
MS,2020-08-27,80695.0,475943.0,556638.0,62707.0,2399.0
NC,2020-08-27,161076.0,1991649.0,2152725.0,136630.0,2630.0
ND,2020-08-27,10790.0,185759.0,435666.0,8666.0,143.0
NY,2020-08-27,432131.0,7472940.0,7905071.0,74850.0,25309.0
UT,2020-08-27,50557.0,593326.0,800071.0,42512.0,403.0
AR,2020-08-26,58023.0,625250.0,683273.0,51901.0,732.0
CO,2020-08-26,55993.0,630110.0,962754.0,5881.0,1835.0
CT,2020-08-26,52220.0,1045815.0,1098035.0,8893.0,4463.0
IN,2020-08-26,89359.0,933178.0,1453258.0,67673.0,3259.0
MS,2020-08-26,80110.0,471680.0,551790.0,62707.0,2373.0
NC,2020-08-26,158985.0,1962016.0,2121001.0,136630.0,2606.0
ND,2020-08-26,10457.0,184651.0,429052.0,8545.0,142.0
NY,2020-08-26,431340.0,7390294.0,7821634.0,74791.0,25305.0
UT,2020-08-26,50174.0,589254.0,793302.0,41937.0,401.0
AR,2020-08-25,57374.0,616810.0,673704.0,51351.0,711.0
CO,2020-08-25,55800.0,626261.0,955641.0,5867.0,1826.0
CT,2020-08-25,52040.0,1030666.0,1082706.0,8893.0,4463.0
IN,2020-08-25,88421.0,922560.0,1431571.0,66703.0,3241.0
MS,2020-08-25,79206.0,468055.0,547261.0,62707.0,2315.0
NC,2020-08-25,157741.0,1944618.0,2102359.0,136630.0,2570.0
ND,2020-08-25,10223.0,183370.0,424792.0,8410.0,142.0
NY,2020-08-25,430774.0,7319671.0,7750445.0,74731.0,25297.0
UT,2020-08-25,49767.0,585366.0,787329.0,41529.0,397.0
AR,2020-08-24,56894.0,616810.0,673704.0,50689.0,696.0
CO,2020-08-24,55341.0,594857.0,947645.0,5841.0,1824.0
CT,2020-08-24,52011.0,1025705.0,1077716.0,8893.0,4460.0
IN,2020-08-24,87592.0,914446.0,1409869.0,64131.0,3225.0
MS,2020-08-24,78405.0,464257.0,542662.0,56577.0,2248.0
NC,2020-08-24,156396.0,1931299.0,2087695.0,136630.0,2535.0
ND,2020-08-24,9989.0,182018.0,421705.0,8206.0,140.0
NY,2020-08-24,430145.0,7253045.0,7683190.0,74684.0,25295.0
UT,2020-08-24,49364.0,581933.0,782184.0,41164.0,390.0
AR,2020-08-23,56574.0,609126.0,670826.0,50251.0,687.0
CO,2020-08-23,55143.0,594857.0,938596.0,5823.0,1815.0
CT,2020-08-23,51519.0,970851.0,1022370.0,8893.0,4460.0
IN,2020-08-23,85932.0,891870.0,1403132.0,64131.0,3220.0
MS,2020-08-23,77894.0,456354.0,534248.0,56577.0,2240.0
NC,2020-08-23,155113.0,1923359.0,2078472.0,127749.0,2531.0
ND,2020-08-23,9863.0,181009.0,419309.0,8064.0,140.0
NY,2020-08-23,429737.0,7191422.0,7621159.0,74640.0,25288.0
UT,2020-08-23,49115.0,579358.0,777987.0,40831.0,385.0
AR,2020-08-22,56199.0,602939.0,658591.0,49764.0,674.0
CO,2020-08-22,54883.0,594857.0,930152.0,5804.0,1815.0
CT,2020-08-22,51519.0,970851.0,1022370.0,8893.0,4460.0
IN,2020-08-22,85317.0,884329.0,1394044.0,64131.0,3218.0
MS,2020-08-22,77268.0,456354.0,533622.0,56577.0,2237.0
NC,2020-08-22,153641.0,1898477.0,2052118.0,127749.0,2521.0
ND,2020-08-22,9724.0,179302.0,414907.0,7968.0,136.0
NY,2020-08-22,429165.0,7117951.0,7547116.0,74553.0,25282.0
UT,2020-08-22,48814.0,576176.0,773059.0,40352.0,385.0
AR,2020-08-21,55652.0,602939.0,658591.0,49135.0,663.0
CO,2020-08-21,54586.0,594857.0,918926.0,5791.0,1815.0
CT,2020-08-21,51519.0,970851.0,1022370.0,8893.0,4460.0
IN,2020-08-21,84317.0,874115.0,1370254.0,64131.0,3208.0
MS,2020-08-21,76323.0,453479.0,529802.0,56577.0,2214.0
NC,2020-08-21,151912.0,1878973.0,2030885.0,127749.0,2494.0
ND,2020-08-21,9468.0,177538.0,408284.0,7841.0,136.0
NY,2020-08-21,428512.0,7023755.0,7452267.0,74485.0,25278.0
UT,2020-08-21,48445.0,571266.0,765911.0,39867.0,383.0
AR,2020-08-20,54765.0,593744.0,648509.0,48458.0,641.0
CO,2020-08-20,54230.0,594857.0,906693.0,5759.0,1815.0
CT,2020-08-20,51432.0,963408.0,1014840.0,8893.0,4458.0
IN,2020-08-20,83277.0,862194.0,1345081.0,63262.0,3191.0
MS,2020-08-20,75449.0,452177.0,527626.0,56577.0,2190.0
NC,2020-08-20,149904.0,1853403.0,2003307.0,127749.0,2465.0
ND,2020-08-20,9237.0,175545.0,401757.0,7718.0,134.0
NY,2020-08-20,427803.0,6925584.0,7353387.0,74406.0,25275.0
UT,2020-08-20,47982.0,567637.0,760456.0,39364.0,381.0
AR,2020-08-19,54216.0,587064.0,641280.0,47666.0,631.0
CO,2020-08-19,53901.0,594857.0,895207.0,5759.0,1800.0
CT,2020-08-19,51314.0,951106.0,1002420.0,8809.0,4457.0
IN,2020-08-19,82336.0,851697.0,1318432.0,62483.0,3180.0
MS,2020-08-19,74555.0,452177.0,526732.0,56577.0,2163.0
NC,2020-08-19,147932.0,1830162.0,1978094.0,127749.0,2431.0
ND,2020-08-19,8963.0,173558.0,394303.0,7629.0,134.0
NY,2020-08-19,427202.0,6845201.0,7272403.0,74328.0,25270.0
UT,2020-08-19,47521.0,563311.0,753575.0,38883.0,377.0
AR,2020-08-18,53487.0,579575.0,632652.0,46970.0,619.0
CO,2020-08-18,53631.0,590200.0,887859.0,5729.0,1788.0
CT,2020-08-18,51255.0,941476.0,992731.0,8809.0,4456.0
IN,2020-08-18,81847.0,846767.0,1291302.0,61518.0,3165.0
MS,2020-08-18,73207.0,452177.0,525384.0,56577.0,2128.0
NC,2020-08-18,146779.0,1804341.0,1951120.0,127749.0,2396.0
ND,2020-08-18,8775.0,172146.0,389618.0,7485.0,132.0
NY,2020-08-18,426571.0,6765407.0,7191978.0,74258.0,25264.0
UT,2020-08-18,47157.0,559027.0,746980.0,38555.0,369.0
AR,2020-08-17,53077.0,569385.0,622050.0,46133.0,603.0
CO,2020-08-17,53370.0,586280.0,881252.0,5712.0,1778.0
CT,2020-08-17,51267.0,930701.0,981968.0,8809.0,4456.0
IN,2020-08-17,81006.0,833627.0,1265033.0,60677.0,3135.0
MS,2020-08-17,72412.0,452177.0,524589.0,56577.0,2095.0
NC,2020-08-17,145516.0,1789956.0,1935472.0,127749.0,2348.0
ND,2020-08-17,8641.0,171772.0,387834.0,7343.0,130.0
NY,2020-08-17,425916.0,6699171.0,7125087.0,74207.0,25256.0
UT,2020-08-17,46894.0,555309.0,741473.0,38132.0,364.0
AR,2020-08-16,52665.0,569385.0,622050.0,45572.0,599.0
CO,2020-08-16,53176.0,581397.0,873051.0,5695.0,1768.0
CT,2020-08-16,50897.0,886793.0,937690.0,8809.0,4453.0
IN,2020-08-16,80415.0,826436.0,1257312.0,59801.0,3133.0
MS,2020-08-16,72136.0,448010.0,520146.0,49836.0,2084.0
NC,2020-08-16,144952.0,1779694.0,1924646.0,116969.0,2347.0
ND,2020-08-16,8582.0,171213.0,385231.0,7249.0,129.0
NY,2020-08-16,425508.0,6642688.0,7068196.0,74154.0,25250.0
UT,2020-08-16,46652.0,552205.0,736581.0,37701.0,363.0
AR,2020-08-15,51992.0,536268.0,588660.0,44905.0,600.0
CO,2020-08-15,52838.0,573467.0,859734.0,5660.0,1768.0
CT,2020-08-15,50897.0,886793.0,937690.0,8809.0,4453.0
IN,2020-08-15,79676.0,817939.0,1249665.0,59488.0,3128.0
MS,2020-08-15,71755.0,448010.0,519765.0,49836.0,2080.0
NC,2020-08-15,143706.0,1759695.0,1903401.0,116969.0,2343.0
ND,2020-08-15,8439.0,169701.0,379816.0,7161.0,125.0
NY,2020-08-15,424901.0,6565603.0,6990504.0,74081.0,25244.0
UT,2020-08-15,46321.0,548757.0,731112.0,37346.0,363.0
AR,2020-08-14,52392.0,536268.0,588660.0,45446.0,587.0
CO,2020-08-14,52538.0,567787.0,848795.0,5660.0,1768.0
CT,2020-08-14,50897.0,886793.0,937690.0,8809.0,4453.0
IN,2020-08-14,78632.0,807857.0,1225095.0,59073.0,3113.0
MS,2020-08-14,70930.0,440112.0,511042.0,49836.0,2043.0
NC,2020-08-14,142170.0,1735232.0,1877402.0,116969.0,2313.0
ND,2020-08-14,8316.0,168281.0,373550.0,7066.0,125.0
NY,2020-08-14,424167.0,6477669.0,6901836.0,73997.0,25232.0
UT,2020-08-14,45976.0,544660.0,724605.0,36679.0,360.0
AR,2020-08-13,51766.0,531714.0,583480.0,44602.0,582.0
CO,2020-08-13,52219.0,561147.0,837290.0,5644.0,1763.0
CT,2020-08-13,50782.0,876553.0,927335.0,8809.0,4450.0
IN,2020-08-13,77565.0,800405.0,1202347.0,57209.0,3105.0
MS,2020-08-13,69986.0,438440.0,508426.0,49836.0,2011.0
NC,2020-08-13,140824.0,1709865.0,1850689.0,116969.0,2287.0
ND,2020-08-13,8164.0,166869.0,368309.0,6953.0,124.0
NY,2020-08-13,423440.0,6392941.0,6816381.0,73907.0,25228.0
UT,2020-08-13,45424.0,541000.0,718393.0,35817.0,353.0
AR,2020-08-12,51114.0,522457.0,572868.0,42998.0,566.0
CO,2020-08-12,51756.0,554034.0,825062.0,5630.0,1756.0
CT,2020-08-12,50706.0,868577.0,919283.0,8721.0,4450.0
IN,2020-08-12,76522.0,790472.0,1180636.0,57209.0,3086.0
MS,2020-08-12,69374.0,438440.0,507814.0,49836.0,1989.0
NC,2020-08-12,139061.0,1684222.0,1823283.0,116969.0,2249.0
ND,2020-08-12,7964.0,165049.0,361551.0,6815.0,124.0
NY,2020-08-12,422703.0,6305778.0,6728481.0,73842.0,25218.0
UT,2020-08-12,45090.0,536946.0,712032.0,35311.0,351.0
AR,2020-08-11,50411.0,522457.0,572868.0,42998.0,566.0
CO,2020-08-11,51441.0,549859.0,817422.0,5608.0,1751.0
CT,2020-08-11,50684.0,860615.0,911299.0,8721.0,4444.0
IN,2020-08-11,75862.0,785793.0,1160241.0,56349.0,3069.0
MS,2020-08-11,68293.0,436111.0,504404.0,49836.0,1944.0
NC,2020-08-11,137895.0,1879603.0,2017498.0,116969.0,2204.0
ND,2020-08-11,7877.0,163973.0,357433.0,6668.0,122.0
NY,2020-08-11,422003.0,6218702.0,6640705.0,73779.0,25211.0
UT,2020-08-11,44752.0,533332.0,706258.0,34764.0,349.0
AR,2020-08-10,50028.0,519292.0,569320.0,42130.0,555.0
CO,2020-08-10,51039.0,546143.0,810276.0,5579.0,1746.0
CT,2020-08-10,50567.0,852390.0,902957.0,8721.0,4444.0
IN,2020-08-10,74992.0,777119.0,1137072.0,54068.0,3044.0
MS,2020-08-10,67649.0,426944.0,494593.0,42391.0,1912.0
NC,2020-08-10,136844.0,1865075.0,2001919.0,105093.0,2172.0
ND,2020-08-10,7706.0,162126.0,351979.0,6434.0,117.0
NY,2020-08-10,421336.0,6142310.0,6563646.0,73736.0,25204.0
UT,2020-08-10,44390.0,530653.0,702065.0,34319.0,345.0
AR,2020-08-09,49383.0,514448.0,563831.0,41452.0,544.0
CO,2020-08-09,50660.0,541180.0,801739.0,5554.0,1736.0
CT,2020-08-09,50320.0,814313.0,864633.0,8721.0,4441.0
IN,2020-08-09,74328.0,766797.0,1131749.0,54068.0,3041.0
MS,2020-08-09,67173.0,426944.0,494117.0,42391.0,1896.0
NC,2020-08-09,136218.0,1850330.0,1986548.0,105093.0,2168.0
ND,2020-08-09,7589.0,161076.0,347516.0,6355.0,116.0
NY,2020-08-09,420860.0,6088784.0,6509644.0,73689.0,25202.0
UT,2020-08-09,44127.0,527717.0,697654.0,33914.0,336.0
AR,2020-08-08,48039.0,503484.0,551523.0,40360.0,521.0
CO,2020-08-08,50324.0,535556.0,791022.0,5507.0,1736.0
CT,2020-08-08,50320.0,814313.0,864633.0,8721.0,4441.0
IN,2020-08-08,73287.0,755179.0,1123961.0,54068.0,3036.0
MS,2020-08-08,66646.0,426944.0,493590.0,42391.0,1874.0
NC,2020-08-08,134766.0,1835000.0,1969766.0,105093.0,2160.0
ND,2020-08-08,7498.0,159859.0,342078.0,6268.0,116.0
NY,2020-08-08,420345.0,6023487.0,6443832.0,73609.0,25195.0
UT,2020-08-08,43751.0,523627.0,691597.0,33115.0,335.0
AR,2020-08-07,48039.0,503484.0,551523.0,40360.0,521.0
CO,2020-08-07,49893.0,529238.0,779670.0,5490.0,1736.0
CT,2020-08-07,50320.0,814313.0,864633.0,8721.0,4441.0
IN,2020-08-07,72254.0,744850.0,1103047.0,54068.0,3023.0
MS,2020-08-07,65436.0,421776.0,487212.0,42391.0,1848.0
NC,2020-08-07,132812.0,1807000.0,1939812.0,105093.0,2134.0
ND,2020-08-07,7318.0,158374.0,336501.0,6164.0,114.0
NY,2020-08-07,419642.0,5949333.0,6368975.0,73530.0,25190.0
UT,2020-08-07,43375.0,519364.0,685120.0,32371.0,335.0
AR,2020-08-06,47028.0,492808.0,539101.0,39555.0,515.0
CO,2020-08-06,49436.0,521927.0,766473.0,5490.0,1729.0
CT,2020-08-06,50245.0,806853.0,857098.0,8721.0,4437.0
IN,2020-08-06,71015.0,733330.0,1083179.0,53301.0,3013.0
MS,2020-08-06,64400.0,418141.0,482541.0,42391.0,1825.0
NC,2020-08-06,131267.0,1773483.0,1904750.0,105093.0,2092.0
ND,2020-08-06,7169.0,156542.0,331004.0,5949.0,113.0
NY,2020-08-06,418928.0,5879877.0,6298805.0,73472.0,25185.0
UT,2020-08-06,42915.0,514499.0,677483.0,31619.0,330.0
AR,2020-08-05,46293.0,488518.0,533899.0,38848.0,508.0
CO,2020-08-05,48988.0,516331.0,754644.0,5471.0,1717.0
CT,2020-08-05,50225.0,797884.0,848109.0,8613.0,4437.0
IN,2020-08-05,69975.0,722250.0,1063832.0,51709.0,3007.0
MS,2020-08-05,63444.0,414378.0,477822.0,42391.0,1804.0
NC,2020-08-05,129288.0,1744380.0,1873668.0,105093.0,2050.0
ND,2020-08-05,7047.0,154957.0,325826.0,5837.0,112.0
NY,2020-08-05,418225.0,5808210.0,6226435.0,73410.0,25179.0
UT,2020-08-05,42328.0,510131.0,670353.0,30911.0,327.0
AR,2020-08-04,45381.0,488518.0,533899.0,38000.0,490.0
CO,2020-08-04,48394.0,507028.0,727026.0,5449.0,1710.0
CT,2020-08-04,50110.0,786161.0,836271.0,8613.0,4437.0
IN,2020-08-04,69255.0,715763.0,1044015.0,43535.0,2996.0
MS,2020-08-04,62199.0,401592.0,463791.0,42391.0,1753.0
NC,2020-08-04,128161.0,1725865.0,1854026.0,105093.0,2010.0
ND,2020-08-04,6925.0,153537.0,320395.0,5715.0,111.0
NY,2020-08-04,417589.0,5736178.0,6153767.0,73326.0,25175.0
UT,2020-08-04,41907.0,505659.0,663626.0,30449.0,321.0
AR,2020-08-03,44597.0,482803.0,527400.0,37240.0,475.0
CO,2020-08-03,47968.0,504035.0,721921.0,5424.0,1710.0
CT,2020-08-03,50062.0,779120.0,829182.0,8613.0,4437.0
IN,2020-08-03,68433.0,707049.0,1024232.0,47355.0,2980.0
MS,2020-08-03,61125.0,401592.0,462717.0,42391.0,1711.0
NC,2020-08-03,126532.0,1710878.0,1837410.0,105093.0,1982.0
ND,2020-08-03,6776.0,151966.0,315710.0,5590.0,109.0
NY,2020-08-03,416843.0,5665931.0,6082774.0,73279.0,25172.0
UT,2020-08-03,41529.0,501540.0,657549.0,29967.0,314.0
AR,2020-08-02,43173.0,471408.0,514581.0,36034.0,458.0
CO,2020-08-02,47716.0,499496.0,714560.0,5393.0,1691.0
CT,2020-08-02,49810.0,744186.0,793996.0,8613.0,4432.0
IN,2020-08-02,67857.0,701186.0,1020137.0,47355.0,2975.0
MS,2020-08-02,60553.0,401592.0,462145.0,35071.0,1703.0
NC,2020-08-02,125219.0,1688291.0,1813510.0,92302.0,1969.0
ND,2020-08-02,6649.0,149583.0,311152.0,5396.0,109.0
NY,2020-08-02,416298.0,5614637.0,6030935.0,73222.0,25170.0
UT,2020-08-02,41175.0,498527.0,653288.0,29389.0,311.0
AR,2020-08-01,43173.0,471408.0,514581.0,36034.0,460.0
CO,2020-08-01,47267.0,493305.0,703954.0,5359.0,1691.0
CT,2020-08-01,49810.0,744186.0,793996.0,8613.0,4432.0
IN,2020-08-01,67122.0,691484.0,1013342.0,46955.0,2971.0
MS,2020-08-01,59881.0,401592.0,461473.0,35071.0,1693.0
NC,2020-08-01,123878.0,1662534.0,1786412.0,92302.0,1964.0
ND,2020-08-01,6593.0,149583.0,307324.0,5396.0,107.0
NY,2020-08-01,415767.0,5556207.0,5971974.0,73134.0,25164.0
UT,2020-08-01,40702.0,494813.0,647562.0,28747.0,310.0
AR,2020-07-31,42511.0,460958.0,502717.0,35413.0,453.0
CO,2020-07-31,46809.0,486594.0,691365.0,5334.0,1691.0
CT,2020-07-31,49810.0,744186.0,793996.0,8613.0,4432.0
IN,2020-07-31,66154.0,681229.0,996265.0,46466.0,2965.0
MS,2020-07-31,58747.0,395758.0,454505.0,35071.0,1663.0
NC,2020-07-31,122148.0,1634954.0,1757102.0,92302.0,1924.0
ND,2020-07-31,6461.0,147495.0,301509.0,5289.0,107.0
NY,2020-07-31,415014.0,5474223.0,5889237.0,73055.0,25150.0
UT,2020-07-31,40196.0,490072.0,640348.0,28130.0,304.0
AR,2020-07-30,41759.0,460958.0,502717.0,34737.0,442.0
CO,2020-07-30,46204.0,480142.0,678823.0,5309.0,1691.0
CT,2020-07-30,49670.0,729058.0,778728.0,8613.0,4431.0
IN,2020-07-30,65253.0,670595.0,980125.0,45751.0,2946.0
MS,2020-07-30,57579.0,392302.0,449881.0,35071.0,1611.0
